जिला,विधानसभा,जिला पंचायत वार्ड
कन्नौज,196. Chhibramau,13-छिबरामऊ उत्तर पूर्वी
कन्नौज,196. Chhibramau,14-छिबरामऊ पश्चिमी
कन्नौज,196. Chhibramau,15-छिबरामऊ मध्य
कन्नौज,196. Chhibramau,16-छिबरामऊ पश्चिमी दक्षिणी
कन्नौज,197. Tirwa,17-सौरिख प्रथम
कन्नौज,197. Tirwa,18-सौरिख द्वितीय
कन्नौज,197. Tirwa,19-सौरिख तृतीय
कन्नौज,197. Tirwa,20-सौरिख एवं हसेरन
कन्नौज,197. Tirwa,21-हसेरन प्रथम
कन्नौज,197. Tirwa,22-हसेरन द्वितीय
कन्नौज,197. Tirwa,23-उमर्दा प्रथम
कन्नौज,197. Tirwa,24-उमर्दा द्वितीय
कन्नौज,197. Tirwa,25-उमर्दा तृतीय
कन्नौज,197. Tirwa,26-उमर्दा चतुर्थ
कन्नौज,197. Tirwa,27-उमर्दा पंचम
कन्नौज,197. Tirwa,28-उमर्दा षष्ठम
कानपुर देहात,206. Akbarpur Rania,1-कटेठी
कानपुर देहात,205. Rasulabad,2-तिलौची
कानपुर देहात,206. Akbarpur Rania,3-उमरन
कानपुर देहात,206. Akbarpur Rania,4-भुजपुरा
कानपुर देहात,206. Akbarpur Rania,5-रंजीतपुर
कानपुर देहात,206. Akbarpur Rania,6-मवैया
कानपुर देहात,206. Akbarpur Rania,7-औंगी
कानपुर देहात,205. Rasulabad,8-असालतगंज
कानपुर देहात,205. Rasulabad,9-रसूलाबाद प्रथम
कानपुर देहात,205. Rasulabad,10-रसूलाबाद द्वितीय
कानपुर देहात,205. Rasulabad,11-बिरूहुन
कानपुर देहात,205. Rasulabad,12-सुनासी
कानपुर देहात,205. Rasulabad,13-जजमुइया
कानपुर देहात,205. Rasulabad,14-लक्ष्मणपुर पिलख
कानपुर देहात,205. Rasulabad,15-परजनी
कानपुर देहात,206. Akbarpur Rania,16-संदलपुर प्रथम
कानपुर देहात,207. Sikandra,17-संदलपुर द्वितीय
कानपुर देहात,207. Sikandra,18-राजपुर प्रथम
कानपुर देहात,207. Sikandra,19-राजपुर द्वितीय
कानपुर देहात,207. Sikandra,20-राजपुर तृतीय
कानपुर देहात,208. Bhognipur,21-देवरहट
कानपुर देहात,208. Bhognipur,22-भोगनीपुर
कानपुर देहात,208. Bhognipur,23-शाहजहांपुर
कानपुर देहात,208. Bhognipur,24-कुढ़वा
कानपुर देहात,208. Bhognipur,25-मुरलीपुर
कानपुर देहात,207. Sikandra,26-बरौर
कानपुर देहात,207. Sikandra,27-नोनारी बुजुर्ग
कानपुर देहात,207. Sikandra,28-सिठमरा
कानपुर देहात,207. Sikandra,29-मुगीसापुर
कानपुर देहात,206. Akbarpur Rania,30-जगनपुर
कानपुर देहात,206. Akbarpur Rania,31-बारा
कानपुर देहात,206. Akbarpur Rania,32-तिगाई
कानपुर नगर,210. Bithoor,1-कल्याणपुर
कानपुर नगर,210. Bithoor,2-सचेण्डी
कानपुर नगर,210. Bithoor,3-बिनौर
कानपुर नगर,209. Bilhaur,4-मालौ
कानपुर नगर,210. Bithoor,5-पेम
कानपुर नगर,209. Bilhaur,6-चौबेपुर
कानपुर नगर,209. Bilhaur,7-मुश्ता
कानपुर नगर,209. Bilhaur,8-विलहन
कानपुर नगर,209. Bilhaur,9-धिमऊ
कानपुर नगर,209. Bilhaur,10-राधन
कानपुर नगर,209. Bilhaur,11-नानामऊ
कानपुर नगर,209. Bilhaur,12-बरण्डा
कानपुर नगर,209. Bilhaur,13-ककवन
कानपुर नगर,209. Bilhaur,14-कसिगवां
कानपुर नगर,218. Ghatampur,15-चौबेपुर घाटमपुर
कानपुर नगर,218. Ghatampur,16-मकरन्दपुर
कानपुर नगर,218. Ghatampur,17-समुही
कानपुर नगर,218. Ghatampur,18-परास
कानपुर नगर,218. Ghatampur,19-पतारी
कानपुर नगर,218. Ghatampur,20-कुन्दौली
कानपुर नगर,217. Maharajpur,21-बीरनखेड़ा
कानपुर नगर,218. Ghatampur,22-बेहटा बुजुर्ग
कानपुर नगर,218. Ghatampur,23-गिरसी
कानपुर नगर,218. Ghatampur,24-पतारा
कानपुर नगर,210. Bithoor,25-पड़रीलालपुर
कानपुर नगर,210. Bithoor,26-रमईपुर
कानपुर नगर,210. Bithoor,27-जामू
कानपुर नगर,210. Bithoor,28-कठारा
कानपुर नगर,217. Maharajpur,29-नर्वल
कानपुर नगर,217. Maharajpur,30-सरसौल
कानपुर नगर,217. Maharajpur,31-सिकठिया
कानपुर नगर,210. Bithoor,32-पालीभोगीपुर
कासगंज,102. Patiyali,1-पटियाली प्रथम
कासगंज,102. Patiyali,2-पटियाली द्वितीय
कासगंज,102. Patiyali,3-पटियाली एवं गंज डुण्डवारा
कासगंज,102. Patiyali,4-गंजडुण्डवारा प्रथम
कासगंज,102. Patiyali,5-गंजडुण्डवारा द्वितीय
कासगंज,101. Amanpur,6-गंजडुण्डवारा एवं सहावर
कासगंज,102. Patiyali,7-गंजडुण्डवारा तृतीय
कासगंज,102. Patiyali,8-सिढपुरा प्रथम
कासगंज,101. Amanpur,9-सिढपुरा द्वितीय
कासगंज,101. Amanpur,10-सिढपुरा एवं सहावर
कासगंज,101. Amanpur,11-सहावर
कासगंज,101. Amanpur,12-सहावर एवं सोरों
कासगंज,101. Amanpur,13-अमापुर प्रथम
कासगंज,101. Amanpur,14-अमापुर द्वितीय
कासगंज,101. Amanpur,15-अमापुर तृतीय
कासगंज,100. Kasganj,16-सोरों प्रथम
कासगंज,100. Kasganj,17-सोरों द्वितीय
कासगंज,100. Kasganj,18-सोरों तृतीय
कासगंज,100. Kasganj,19-सोरों चतुर्थ
कासगंज,100. Kasganj,20-सोरों एवं कासगंज
कासगंज,100. Kasganj,21-कासगंज प्रथम
कासगंज,100. Kasganj,22-कासगंज द्वितीय
कासगंज,100. Kasganj,23-कासगंज तृतीय
कुशीनगर,330. Padrauna,1-विशुनपुरा उत्तरी
कुशीनगर,330. Padrauna,2-विशुनपुरा पश्चिमी
कुशीनगर,330. Padrauna,3-विशुनपुरा मध्य
कुशीनगर,330. Padrauna,4-विशुनपुरा दक्षिणी
कुशीनगर,330. Padrauna,5-विशुनपुरा पूर्वी
कुशीनगर,329. Khadda,6-खड्डा पूर्वी
कुशीनगर,329. Khadda,7-खड्डा मध्य
कुशीनगर,329. Khadda,8-खड्डा उत्तरी
कुशीनगर,329. Khadda,9-खड्डा पश्चिमी
कुशीनगर,329. Khadda,10-ने0 नौ0 उत्तरी
कुशीनगर,329. Khadda,11-ने0 नौ0 पश्चिमी
कुशीनगर,329. Khadda,12-ने0 नौ0 दक्षिणी
कुशीनगर,329. Khadda,13-ने0 नौ0 पूरबी
कुशीनगर,335. Ramkola,14-रामकोला उत्तरी
कुशीनगर,335. Ramkola,15-रामकोला पश्चिमी
कुशीनगर,335. Ramkola,16-रामकोला मध्य
कुशीनगर,335. Ramkola,17-रामकोला दक्षिणी
कुशीनगर,335. Ramkola,18-रामकोला पूर्वी
कुशीनगर,335. Ramkola,19-कप्तानगंज पू्रवी
कुशीनगर,335. Ramkola,20-कप्तानगंज उत्तरी
कुशीनगर,335. Ramkola,21-कप्तानगंज मध्य
कुशीनगर,335. Ramkola,22-कप्तान गंज पश्चिमी
कुशीनगर,334. Hata,23-सुकरौली उत्तरी
कुशीनगर,334. Hata,24-सुकरौली मध्य
कुशीनगर,334. Hata,25-सुकरौली दक्षिणी
कुशीनगर,334. Hata,26-मोतीचक पूर्वी
कुशीनगर,334. Hata,27-मोतीचक उत्तरी
कुशीनगर,334. Hata,28-मोतीचक मध्य
कुशीनगर,334. Hata,29-मोतीचक दक्षिणी
कुशीनगर,334. Hata,30-हाटा उत्तरी
कुशीनगर,334. Hata,31-हाटा पूर्वी
कुशीनगर,334. Hata,32-हाटा दक्षिणी
कुशीनगर,333. Kushinagar,33-कसया पूर्वी
कुशीनगर,333. Kushinagar,34-कसया दक्षिणी
कुशीनगर,332. Fazilnagar,35-फाजिलनगर पूर्वी
कुशीनगर,332. Fazilnagar,36-फाजिलपुर दक्षिणी
कुशीनगर,332. Fazilnagar,37-फाजिलपुर मध्य
कुशीनगर,332. Fazilnagar,38-फाजिलनगर पश्चिमी
कुशीनगर,331. Tamkuhi Raj,39-तमकुही दक्षिणी
कुशीनगर,331. Tamkuhi Raj,40-तमकुही पूर्वी
कुशीनगर,331. Tamkuhi Raj,41-तमकुही मध्य
कुशीनगर,331. Tamkuhi Raj,42-तमकुही उत्तरी
कुशीनगर,331. Tamkuhi Raj,43-तमकुही पश्चिमी
कुशीनगर,331. Tamkuhi Raj,44-सेवरही उ0 पूर्वी
कुशीनगर,331. Tamkuhi Raj,45-सेवरही उ0 पश्चिमी
कुशीनगर,331. Tamkuhi Raj,46-सेवरही दक्षिणी
